id	node1	label	node2
Q3515-description-en-ca	Q3515	description	'chemical compound'@en-ca
Q3515-description-en-gb	Q3515	description	'chemical compound'@en-gb
Q352348-description-en	Q352348	description	'chemical compound'@en
Q352348-description-en-ca	Q352348	description	'chemical compound'@en-ca
Q352348-description-en-gb	Q352348	description	'chemical compound'@en-gb
Q3530324-description-en	Q3530324	description	'chemical compound'@en
Q3530324-description-en-ca	Q3530324	description	'chemical compound'@en-ca
Q3530324-description-en-gb	Q3530324	description	'chemical compound'@en-gb
Q353172-description-en	Q353172	description	'parasitic disease caused by a protozoan'@en
Q353551-description-en	Q353551	description	'chemical compound'@en
Q353551-description-en-ca	Q353551	description	'chemical compound'@en-ca
Q353551-description-en-gb	Q353551	description	'chemical compound'@en-gb
Q3537727-description-en	Q3537727	description	'mode of inheritance'@en
Q3539074-description-en	Q3539074	description	'class of chemical compounds'@en
Q3540902-description-en	Q3540902	description	'lysosomal storage disease that involves the accumulation of harmful amounts of lipids (fats) in some of the body\\\\'s cells and tissues'@en
Q3542012-description-en	Q3542012	description	'musculoskeletal system cancer that is located in connective tissue'@en
Q3542016-description-en	Q3542016	description	'Human disease'@en
Q3542029-description-en	Q3542029	description	'malignant or  benign neoplasm that is located in the colon'@en
Q3542030-description-en	Q3542030	description	'benign or malignant neoplasm arising from the epithelial cells of an endocrine organ, e.g. pituitary gland adenoma, pituitary gland carcinoma, thyroid gland carcinoma, carcinoid tumor, or neuroendocrine carcinoma'@en
Q35456-description-en	Q35456	description	'drug that satisfies the health care needs of the majority of the population'@en
Q355-description-en	Q355	description	'global online social networking service'@en
Q355518-description-en	Q355518	description	'ester derived from any carboxylic acid'@en
Q355679-description-en	Q355679	description	'class of chemical compounds'@en
Q3559405-description-en	Q3559405	description	'group of indole-indoline dimers obtained from the Vinca genus of plants'@en
Q3563148-description-en	Q3563148	description	'chemical compound'@en
Q3563148-description-en-ca	Q3563148	description	'chemical compound'@en-ca
Q3563148-description-en-gb	Q3563148	description	'chemical compound'@en-gb
Q35758-description-en	Q35758	description	'substance that has rest mass and volume, or several other definitions'@en
Q35825432-description-en	Q35825432	description	'entity that converts, modifies, or transforms, producing an change of state, observable on the entity itself or on other objects'@en
Q35869-description-en	Q35869	description	'long-term disease involving inflamed airways'@en
Q3591110-description-en	Q3591110	description	'Medication which treats non–life-threatening and non-painful conditions such as baldness, wrinkles, erectile dysfunction, or acne'@en
Q360341-description-en	Q360341	description	'syndrome or disorder of mental function whose cause is alleged to be known as organic (physiologic) rather than purely of the mind'@en
Q3604747-description-en	Q3604747	description	'gaining posession of something, for example the acquisition of a company'@en
Q3611854-description-en	Q3611854	description	'chemical compound'@en
Q3611854-description-en-ca	Q3611854	description	'chemical compound'@en-ca
Q3611854-description-en-gb	Q3611854	description	'chemical compound'@en-gb
Q36161-description-en	Q36161	description	'fundamental mathematical concept related to the notions of belonging or inclusion'@en
Q36161-description-en-ca	Q36161	description	'fundamental mathematical concept related to the notions of belonging or inclusion'@en-ca
Q36161-description-en-gb	Q36161	description	'fundamental mathematical concept related to the notions of belonging or inclusion'@en-gb
Q3616632-description-en	Q3616632	description	'thalassemia characterized by the reduced or absent synthesis of the beta globin chains of hemoglobin'@en
Q3622170-description-en	Q3622170	description	'currency existing only in fictional works'@en
Q3622611-description-en	Q3622611	description	'Human disease'@en
Q3629049-description-en	Q3629049	description	'A disorder characterized by loss of optic nerve fibers. It may be inherited or acquired. Acquired causes include ischemia, optic nerve neuropathy, glaucoma, trauma, radiation, brain tumors, and multiple sclerosis. It leads to vision disturbances.'@en
Q36380-description-en	Q36380	description	'male religious congregation of the Roman Catholic Church'@en
Q3638978-description-en	Q3638978	description	'chemical compound'@en
Q3638978-description-en-ca	Q3638978	description	'chemical compound'@en-ca
Q3638978-description-en-gb	Q3638978	description	'chemical compound'@en-gb
Q3645272-description-en	Q3645272	description	'pharmaceutical drug'@en
Q3647172-description-en	Q3647172	description	'physical unit which measures mass'@en
Q36529775-description-en	Q36529775	description	'animal behaviour'@en
Q3655009-description-en-ca	Q3655009	description	'chemical compound'@en-ca
Q3655009-description-en-gb	Q3655009	description	'chemical compound'@en-gb
Q3655009-description-en	Q3655009	description	'pharmaceutical drug'@en
Q3655338-description-en	Q3655338	description	'chemical compound'@en
Q3655338-description-en-ca	Q3655338	description	'chemical compound'@en-ca
Q3655338-description-en-gb	Q3655338	description	'chemical compound'@en-gb
Q3658562-description-en	Q3658562	description	'type of tumour'@en
Q36611-description-en	Q36611	description	'genus of ape'@en
Q3664175-description-en	Q3664175	description	'chemical compound'@en
Q3664175-description-en-ca	Q3664175	description	'chemical compound'@en-ca
Q3664175-description-en-gb	Q3664175	description	'chemical compound'@en-gb
Q3667186-description-en	Q3667186	description	'skin disease characterized by growth of keratin on the skin or mucous membranes'@en
Q367700-description-en	Q367700	description	'Chemical compound which is an immunosuppressant medication and natural product from the fungus Tolypocladium inflatum.'@en
Q367700-description-en-ca	Q367700	description	'chemical compound'@en-ca
Q367700-description-en-gb	Q367700	description	'chemical compound'@en-gb
Q3679234-description-en	Q3679234	description	'Studies in animals have shown evidence of an increased occurrence of fetal damage, the significance of which is considered uncertain in humans.'@en
Q36809769-description-en	Q36809769	description	'group object (of a group, which consists of objects)'@en
Q3685323-description-en	Q3685323	description	'any chemical compound having at least one nitrogen atom'@en
Q369262-description-en	Q369262	description	'Human disease'@en
Q3695082-description-en	Q3695082	description	'semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.'@en
Q3695082-description-en-gb	Q3695082	description	'semiotic concept; object, quality, event, or entity whose presence or occurrence indicates the probable presence or occurrence of something else; includes words, punctuation, expressions, gestures, notices, road signs, symbols, pictures, etc.'@en-gb
Q370244-description-en	Q370244	description	'chemical compound'@en
Q370244-description-en-ca	Q370244	description	'chemical compound'@en-ca
Q370244-description-en-gb	Q370244	description	'chemical compound'@en-gb
Q3702534-description-en	Q3702534	description	'chemical compound'@en
Q3702534-description-en-ca	Q3702534	description	'chemical compound'@en-ca
Q3702534-description-en-gb	Q3702534	description	'chemical compound'@en-gb
Q3704725-description-en-ca	Q3704725	description	'chemical compound'@en-ca
Q3704725-description-en-gb	Q3704725	description	'chemical compound'@en-gb
Q3704725-description-en	Q3704725	description	'pharmaceutical drug'@en
Q3704732-description-en	Q3704732	description	'inherited blood coagulation disease characterized by the tendency to form clots in the veins'@en
Q370502-description-en	Q370502	description	'binary relation which is left-total (defined on all its input set)'@en
Q3706669-description-en	Q3706669	description	'chemical substance that affects brain function or perception'@en
Q3706987-description-en	Q3706987	description	'chemical compound'@en
Q3706987-description-en-ca	Q3706987	description	'chemical compound'@en-ca
Q3706987-description-en-gb	Q3706987	description	'chemical compound'@en-gb
Q37112258-description-en	Q37112258	description	'process of locating or identifying something'@en
Q3712521-description-en	Q3712521	description	'chemical compound'@en
Q3712521-description-en-ca	Q3712521	description	'chemical compound'@en-ca
Q3712521-description-en-gb	Q3712521	description	'chemical compound'@en-gb
Q37129-description-en-ca	Q37129	description	'organic compound'@en-ca
Q37129-description-en-gb	Q37129	description	'organic compound'@en-gb
Q37129-description-en	Q37129	description	'simplest organic molecule with one carbon atom and four hydrogen'@en
Q37156-description-en	Q37156	description	'American multinational technology and consulting corporation'@en
Q37156-description-en-gb	Q37156	description	'American multinational technology and consulting corporation'@en-gb
Q37172-description-en	Q37172	description	'Repeated oscillation about a stable equilibrium'@en
Q3720273-description-en	Q3720273	description	'chemical compound'@en
Q3720273-description-en-ca	Q3720273	description	'chemical compound'@en-ca
Q3720273-description-en-gb	Q3720273	description	'chemical compound'@en-gb
Q372222-description-en	Q372222	description	'representation of data or information that can be naturally read by humans'@en
Q3723645-description-en	Q3723645	description	'chemical compound'@en
Q3723645-description-en-ca	Q3723645	description	'chemical compound'@en-ca
Q3723645-description-en-gb	Q3723645	description	'chemical compound'@en-gb
Q372409-description-en	Q372409	description	'large veins (venous trunks) that return deoxygenated blood from the body into the heart'@en
Q372539-description-en	Q372539	description	'chemical compound'@en
Q372539-description-en-ca	Q372539	description	'chemical compound'@en-ca
Q372539-description-en-gb	Q372539	description	'chemical compound'@en-gb
Q3728177-description-en	Q3728177	description	'chemical compound'@en
Q3728177-description-en-ca	Q3728177	description	'chemical compound'@en-ca
Q3728177-description-en-gb	Q3728177	description	'chemical compound'@en-gb
Q3733839-description-en	Q3733839	description	'chemical compound'@en
Q3733839-description-en-ca	Q3733839	description	'chemical compound'@en-ca
Q3733839-description-en-gb	Q3733839	description	'chemical compound'@en-gb
Q3734567-description-en	Q3734567	description	'Norwegian actor'@en
Q3740609-description-en	Q3740609	description	'inflammation in the nose'@en
Q3746835-description-en	Q3746835	description	'chemical compound'@en
Q3746835-description-en-ca	Q3746835	description	'chemical compound'@en-ca
Q3746835-description-en-gb	Q3746835	description	'chemical compound'@en-gb
Q374826-description-en-ca	Q374826	description	'chemical compound'@en-ca
Q374826-description-en-gb	Q374826	description	'chemical compound'@en-gb
Q374826-description-en	Q374826	description	'pharmaceutical drug'@en
Q37500013-description-en	Q37500013	description	'(of a biopolymer) the exact specification of its atomic composition and the chemical bonds connecting those atoms (including stereochemistry)'@en
Q3751709-description-en	Q3751709	description	'class of non-hereditary diseases'@en
Q3754605-description-en	Q3754605	description	'copper as used in healthcare'@en
Q375613-description-en	Q375613	description	'chemical compound'@en
Q375613-description-en-ca	Q375613	description	'chemical compound'@en-ca
Q375613-description-en-gb	Q375613	description	'chemical compound'@en-gb
Q375795-description-en	Q375795	description	'class of enzymes'@en
Q376061-description-en	Q376061	description	'chemical compound'@en
Q376061-description-en-ca	Q376061	description	'chemical compound'@en-ca
Q376061-description-en-gb	Q376061	description	'chemical compound'@en-gb
Q3765251-description-en	Q3765251	description	'chemical compound'@en
Q3765251-description-en-ca	Q3765251	description	'chemical compound'@en-ca
Q3765251-description-en-gb	Q3765251	description	'chemical compound'@en-gb
Q3769299-description-en	Q3769299	description	'array of every physical action and observable emotion associated with humans'@en
Q3771876-description-en	Q3771876	description	'organization of DNA and RNA molecules at different scales'@en
Q3774643-description-en	Q3774643	description	'group of chemical compounds'@en
Q3776920-description-en	Q3776920	description	'pneumonia involving inflammation of the lungs caused by bacteria'@en
Q3777524-description-en	Q3777524	description	'monoclinic and triclinic phyllosilicates'@en
Q37860855-description-en	Q37860855	description	'in mathematics, and more particularly in order theory'@en
Q378681-description-en	Q378681	description	'artery disease characterized by build up of plaque in the arteries that carry blood to your head, organs, and limbs'@en
Q3791612-description-en	Q3791612	description	'chemical compound'@en
Q3791612-description-en-ca	Q3791612	description	'chemical compound'@en-ca
Q3791612-description-en-gb	Q3791612	description	'chemical compound'@en-gb
Q3792457-description-en	Q3792457	description	'chemical compound'@en
Q3792457-description-en-ca	Q3792457	description	'chemical compound'@en-ca
Q3792457-description-en-gb	Q3792457	description	'chemical compound'@en-gb
Q3797702-description-en	Q3797702	description	'form of urinary incontinence due to an inadequate closer of the bladdertae'@en
Q379825-description-en	Q379825	description	'any one of the distinct objects that make up a set in set theory'@en
Q380-description-en	Q380	description	'American social media and technology company'@en
Q3801359-description-en	Q3801359	description	'chemical compound'@en
Q3801359-description-en-ca	Q3801359	description	'chemical compound'@en-ca
Q3801359-description-en-gb	Q3801359	description	'chemical compound'@en-gb
Q3801524-description-en	Q3801524	description	'endocrine disease'@en
Q380775-description-en	Q380775	description	'ability of a microbe to resist the effects of drugs'@en
Q382451-description-en	Q382451	description	'theory and the study of narrative and narrative structure and the ways that these affect our perception'@en
Q383126-description-en	Q383126	description	'human health condition or disease that is persistent or otherwise long-lasting in its effects'@en
Q3832559-description-en	Q3832559	description	'chemical compound'@en
Q3832559-description-en-ca	Q3832559	description	'chemical compound'@en-ca
Q3832559-description-en-gb	Q3832559	description	'chemical compound'@en-gb
Q383541-description-en	Q383541	description	'Swedish singer, record producer and DJ'@en
Q383541-description-en-ca	Q383541	description	'Swedish singer, record producer and DJ'@en-ca
Q383541-description-en-gb	Q383541	description	'Swedish singer, record producer and DJ'@en-gb
Q3836750-description-en	Q3836750	description	'combination drug for HIV'@en
Q3837481-description-en-ca	Q3837481	description	'chemical compound'@en-ca
Q3837481-description-en-gb	Q3837481	description	'chemical compound'@en-gb
Q3837481-description-en	Q3837481	description	'pharmaceutical drug'@en
Q38403064-description-en	Q38403064	description	'Wikimedia category'@en
Q38403064-description-en-ca	Q38403064	description	'Wikimedia category'@en-ca
Q38403064-description-en-gb	Q38403064	description	'Wikimedia category'@en-gb
Q38403066-description-en	Q38403066	description	'Wikimedia category'@en
Q38403066-description-en-ca	Q38403066	description	'Wikimedia category'@en-ca
Q38403066-description-en-gb	Q38403066	description	'Wikimedia category'@en-gb
Q38403070-description-en	Q38403070	description	'Wikimedia category'@en
Q38403070-description-en-ca	Q38403070	description	'Wikimedia category'@en-ca
Q38403070-description-en-gb	Q38403070	description	'Wikimedia category'@en-gb
Q3842207-description-en	Q3842207	description	'pathological condition of the macula in the eye'@en
Q384295-description-en	Q384295	description	'chemical compound'@en
Q384295-description-en-ca	Q384295	description	'chemical compound'@en-ca
Q384295-description-en-gb	Q384295	description	'chemical compound'@en-gb
Q3843044-description-en	Q3843044	description	'chemical compound'@en
Q3843044-description-en-ca	Q3843044	description	'chemical compound'@en-ca
Q3843044-description-en-gb	Q3843044	description	'chemical compound'@en-gb
Q385370-description-en	Q385370	description	'chemical compound'@en
Q385370-description-en-ca	Q385370	description	'chemical compound'@en-ca
Q385370-description-en-gb	Q385370	description	'chemical compound'@en-gb
Q386119-description-en-ca	Q386119	description	'chemical compound'@en-ca
Q386119-description-en-gb	Q386119	description	'chemical compound'@en-gb
Q386119-description-en	Q386119	description	'pharmaceutical drug'@en
Q386441-description-en	Q386441	description	'chemical compound'@en
Q386441-description-en-ca	Q386441	description	'chemical compound'@en-ca
Q386441-description-en-gb	Q386441	description	'chemical compound'@en-gb
Q386724-description-en-ca	Q386724	description	'manifestation of creative effort such as artwork, literature, music, and paintings'@en-ca
Q386724-description-en	Q386724	description	'physical or virtual object made by humans'@en
Q386724-description-en-gb	Q386724	description	'physical or virtual object made by humans'@en-gb
Q3869873-description-en-ca	Q3869873	description	'chemical compound'@en-ca
Q3869873-description-en-gb	Q3869873	description	'chemical compound'@en-gb
Q3869873-description-en	Q3869873	description	'pharmaceutical drug'@en
Q3877030-description-en	Q3877030	description	'chemical compound'@en
Q3877030-description-en-ca	Q3877030	description	'chemical compound'@en-ca
Q3877030-description-en-gb	Q3877030	description	'chemical compound'@en-gb
Q3877355-description-en	Q3877355	description	'chemical compound'@en
Q3877355-description-en-ca	Q3877355	description	'chemical compound'@en-ca
Q3877355-description-en-gb	Q3877355	description	'chemical compound'@en-gb
Q387914-description-en	Q387914	description	'organic compound containing at least one covalent carbon-halogen bond'@en
Q388565-description-en	Q388565	description	'group of antibiotics'@en
Q388801-description-en-ca	Q388801	description	'chemical compound'@en-ca
Q388801-description-en-gb	Q388801	description	'chemical compound'@en-gb
Q388801-description-en	Q388801	description	'medication used to treat fluid build-up due to heart failure, liver scarring, or kidney disease.'@en
Q38881342-description-en	Q38881342	description	'ether (alkyl groups are the different on both sides of the oxygen atom whereas if they are different)'@en
Q3891664-description-en	Q3891664	description	'chemical compound'@en
Q3891664-description-en-ca	Q3891664	description	'chemical compound'@en-ca
Q3891664-description-en-gb	Q3891664	description	'chemical compound'@en-gb
Q389496-description-en-ca	Q389496	description	'chemical compound'@en-ca
Q389496-description-en-gb	Q389496	description	'chemical compound'@en-gb
Q389496-description-en	Q389496	description	'pharmaceutical drug'@en
Q3896970-description-en-ca	Q3896970	description	'chemical compound'@en-ca
Q3896970-description-en-gb	Q3896970	description	'chemical compound'@en-gb
Q3896970-description-en	Q3896970	description	'pharmaceutical drug'@en
Q389735-description-en	Q389735	description	'class of diseases that involve the heart or blood vessels'@en
Q39048381-description-en	Q39048381	description	'pharmaceutical drug'@en
Q3908490-description-en	Q3908490	description	'form of porphyria in which the enzyme deficiency occurs in the liver'@en
Q3908491-description-en	Q3908491	description	'type of porphyria associated with erythropoietic cells. In erythropoietic porphyrias, the enzyme deficiency occurs in the red blood cells'@en
Q39111-description-en	Q39111	description	'chemical compound'@en
Q39111-description-en-ca	Q39111	description	'chemical compound'@en-ca
Q39111-description-en-gb	Q39111	description	'chemical compound'@en-gb
Q391744-description-en	Q391744	description	'medical procedure for purifying blood'@en
Q39236332-description-en	Q39236332	description	'Wikimedia category'@en
Q39236332-description-en-ca	Q39236332	description	'Wikimedia category'@en-ca
Q39236332-description-en-gb	Q39236332	description	'Wikimedia category'@en-gb
Q3927403-description-en	Q3927403	description	'chemical compound'@en
Q3927403-description-en-ca	Q3927403	description	'chemical compound'@en-ca
Q3927403-description-en-gb	Q3927403	description	'chemical compound'@en-gb
Q3933703-description-en-ca	Q3933703	description	'chemical compound'@en-ca
Q3933703-description-en-gb	Q3933703	description	'chemical compound'@en-gb
Q3933703-description-en	Q3933703	description	'pharmaceutical drug'@en
Q3935297-description-en	Q3935297	description	'chemical compound'@en
Q3935297-description-en-ca	Q3935297	description	'chemical compound'@en-ca
Q3935297-description-en-gb	Q3935297	description	'chemical compound'@en-gb
Q395229-description-en	Q395229	description	'chemical compound'@en
Q395229-description-en-ca	Q395229	description	'chemical compound'@en-ca
Q395229-description-en-gb	Q395229	description	'chemical compound'@en-gb
Q39546-description-en	Q39546	description	'physical item that can be used to achieve a goal'@en
Q3955369-description-en	Q3955369	description	'body\\\\'s detection of external or internal stimulation'@en
Q3958441-description-en	Q3958441	description	'conceptual grouping of economic activities'@en
Q396013-description-en	Q396013	description	'Human disease'@en
Q3960572-description-en-ca	Q3960572	description	'chemical compound'@en-ca
Q3960572-description-en-gb	Q3960572	description	'chemical compound'@en-gb
Q3960572-description-en	Q3960572	description	'pharmaceutical drug'@en
Q3976820-description-en	Q3976820	description	'chemical compound'@en
Q3976820-description-en-ca	Q3976820	description	'chemical compound'@en-ca
Q3976820-description-en-gb	Q3976820	description	'chemical compound'@en-gb
Q397860-description-en	Q397860	description	'benign tumor made up of vessels'@en
Q3981685-description-en	Q3981685	description	'chemical compound'@en
Q3981685-description-en-ca	Q3981685	description	'chemical compound'@en-ca
Q3981685-description-en-gb	Q3981685	description	'chemical compound'@en-gb
Q39833-description-en	Q39833	description	'microscopic living organism'@en
Q39875001-description-en	Q39875001	description	'standard against which something can be judged; a criterion'@en
Q3993743-description-en	Q3993743	description	'chemical compound'@en
Q3993743-description-en-ca	Q3993743	description	'chemical compound'@en-ca
Q3993743-description-en-gb	Q3993743	description	'chemical compound'@en-gb
Q3997863-description-en-ca	Q3997863	description	'chemical compound'@en-ca
Q3997863-description-en-gb	Q3997863	description	'chemical compound'@en-gb
Q3997863-description-en	Q3997863	description	'pharmaceutical drug'@en
Q3999-description-en	Q3999	description	'scientific study of the morphology of the human body'@en
Q4019783-description-en	Q4019783	description	'chemical compound'@en
Q40207875-description-en-ca	Q40207875	description	'chemical compound'@en-ca
Q40207875-description-en-gb	Q40207875	description	'chemical compound'@en-gb
Q40207875-description-en	Q40207875	description	'substance that destroys or inhibits replication of viruses'@en
Q4026292-description-en	Q4026292	description	'something an agent can do or perform'@en
Q4057495-description-en	Q4057495	description	'Human disease'@en
Q407142-description-en	Q407142	description	'chemical compounds in which hydroxyl group is attached directly to an aromatic ring'@en
Q407172-description-en-ca	Q407172	description	'chemical compound'@en-ca
Q407172-description-en-gb	Q407172	description	'chemical compound'@en-gb
Q407172-description-en	Q407172	description	'human hormone'@en
Q407217-description-en	Q407217	description	'chemical compound'@en
Q407217-description-en-ca	Q407217	description	'chemical compound'@en-ca
Q407217-description-en-gb	Q407217	description	'chemical compound'@en-gb
Q407232-description-en	Q407232	description	'chemical compound'@en
Q407232-description-en-ca	Q407232	description	'chemical compound'@en-ca
Q407232-description-en-gb	Q407232	description	'chemical compound'@en-gb
Q407431-description-en	Q407431	description	'Medication used as an anticoagulant'@en
Q407431-description-en-ca	Q407431	description	'chemical compound'@en-ca
Q407431-description-en-gb	Q407431	description	'chemical compound'@en-gb
Q407535-description-en	Q407535	description	'chemical compound'@en
Q407535-description-en-ca	Q407535	description	'chemical compound'@en-ca
Q407535-description-en-gb	Q407535	description	'chemical compound'@en-gb
Q407541-description-en	Q407541	description	'chemical compound'@en
Q407541-description-en-ca	Q407541	description	'chemical compound'@en-ca
Q407541-description-en-gb	Q407541	description	'chemical compound'@en-gb
Q407592-description-en-ca	Q407592	description	'chemical compound'@en-ca
Q407592-description-en-gb	Q407592	description	'chemical compound'@en-gb
Q407592-description-en	Q407592	description	'pharmaceutical drug'@en
Q407595-description-en	Q407595	description	'chemical substance'@en
Q407617-description-en	Q407617	description	'chemical compound'@en
Q407617-description-en-ca	Q407617	description	'chemical compound'@en-ca
Q407617-description-en-gb	Q407617	description	'chemical compound'@en-gb
Q407646-description-en	Q407646	description	'chemical compound'@en
Q407646-description-en-ca	Q407646	description	'chemical compound'@en-ca
Q407646-description-en-gb	Q407646	description	'chemical compound'@en-gb
Q407680-description-en	Q407680	description	'CNS signaling molecules with 20 units of carbon'@en
Q407721-description-en	Q407721	description	'chemical compound'@en
Q407721-description-en-ca	Q407721	description	'chemical compound'@en-ca
Q407721-description-en-gb	Q407721	description	'chemical compound'@en-gb
Q407883-description-en	Q407883	description	'chemical compound'@en
Q407883-description-en-ca	Q407883	description	'chemical compound'@en-ca
Q407883-description-en-gb	Q407883	description	'chemical compound'@en-gb
Q407927-description-en-ca	Q407927	description	'chemical compound'@en-ca
Q407927-description-en-gb	Q407927	description	'chemical compound'@en-gb
Q407927-description-en	Q407927	description	'organosulfur chemical compound used as a solvent'@en
Q407988-description-en	Q407988	description	'chemical compound'@en
Q407988-description-en-ca	Q407988	description	'chemical compound'@en-ca
Q407988-description-en-gb	Q407988	description	'chemical compound'@en-gb
Q408-description-en-ca	Q408	description	'country in Oceania'@en-ca
Q408-description-en-gb	Q408	description	'country in Oceania'@en-gb
Q408-description-en	Q408	description	'island country in the Southern hemisphere'@en
Q408099-description-en	Q408099	description	'chemical compound'@en
Q408099-description-en-ca	Q408099	description	'chemical compound'@en-ca
Q408099-description-en-gb	Q408099	description	'chemical compound'@en-gb
Q408155-description-en	Q408155	description	'chemical compound'@en
Q408155-description-en-ca	Q408155	description	'chemical compound'@en-ca
Q408155-description-en-gb	Q408155	description	'chemical compound'@en-gb
Q408163-description-en	Q408163	description	'chemical compound'@en
Q408163-description-en-ca	Q408163	description	'chemical compound'@en-ca
Q408163-description-en-gb	Q408163	description	'chemical compound'@en-gb
Q408265-description-en	Q408265	description	'benzodiazepine medication'@en
Q408283-description-en-ca	Q408283	description	'chemical compound'@en-ca
Q408283-description-en-gb	Q408283	description	'chemical compound'@en-gb
Q408283-description-en	Q408283	description	'pharmaceutical drug'@en
Q408376-description-en	Q408376	description	'chemical compound'@en
Q408376-description-en-ca	Q408376	description	'chemical compound'@en-ca
Q408376-description-en-gb	Q408376	description	'chemical compound'@en-gb
Q408452-description-en	Q408452	description	'class of alkaloids'@en
Q408471-description-en-ca	Q408471	description	'chemical compound'@en-ca
Q408471-description-en-gb	Q408471	description	'chemical compound'@en-gb
Q408471-description-en	Q408471	description	'pharmaceutical drug'@en
Q408535-description-en	Q408535	description	'chemical compound'@en
Q408535-description-en-ca	Q408535	description	'chemical compound'@en-ca
Q408535-description-en-gb	Q408535	description	'chemical compound'@en-gb
Q408556-description-en	Q408556	description	'chemical compound'@en
Q408556-description-en-ca	Q408556	description	'chemical compound'@en-ca
Q408556-description-en-gb	Q408556	description	'chemical compound'@en-gb
Q408557-description-en	Q408557	description	'chemical compound'@en
Q408557-description-en-ca	Q408557	description	'chemical compound'@en-ca
Q408557-description-en-gb	Q408557	description	'chemical compound'@en-gb
Q408565-description-en	Q408565	description	'chemical compound'@en
Q408565-description-en-ca	Q408565	description	'chemical compound'@en-ca
Q408565-description-en-gb	Q408565	description	'chemical compound'@en-gb
Q408570-description-en	Q408570	description	'chemical compound'@en
Q408570-description-en-ca	Q408570	description	'chemical compound'@en-ca
Q408570-description-en-gb	Q408570	description	'chemical compound'@en-gb
Q408588-description-en	Q408588	description	'chemical compound'@en
Q408588-description-en-ca	Q408588	description	'chemical compound'@en-ca
Q408588-description-en-gb	Q408588	description	'chemical compound'@en-gb
Q408637-description-en-ca	Q408637	description	'chemical compound'@en-ca
Q408637-description-en-gb	Q408637	description	'chemical compound'@en-gb
Q408637-description-en	Q408637	description	'drug by Sanofi-Aventis, mainly for the indication of cardiac arrhythmias'@en
Q408652-description-en	Q408652	description	'chemical compound'@en
Q408652-description-en-ca	Q408652	description	'chemical compound'@en-ca
Q408652-description-en-gb	Q408652	description	'chemical compound'@en-gb
Q40867-description-en	Q40867	description	'substance that causes death, injury or harm to organs, when an organism absorbs a sufficient quantity'@en
Q408676-description-en	Q408676	description	'chemical compound'@en
Q408676-description-en-ca	Q408676	description	'chemical compound'@en-ca
Q408676-description-en-gb	Q408676	description	'chemical compound'@en-gb
Q408709-description-en	Q408709	description	'chemical compound'@en
Q408709-description-en-ca	Q408709	description	'chemical compound'@en-ca
Q408709-description-en-gb	Q408709	description	'chemical compound'@en-gb
Q408717-description-en-ca	Q408717	description	'chemical compound'@en-ca
Q408717-description-en-gb	Q408717	description	'chemical compound'@en-gb
Q408717-description-en	Q408717	description	'pharmaceutical drug'@en
Q40878-description-en	Q40878	description	'loose or liquid bowel movements'@en
Q40878-description-en-gb	Q40878	description	'loose or liquid bowel movements'@en-gb
Q408801-description-en	Q408801	description	'chemical compound'@en
Q408801-description-en-ca	Q408801	description	'chemical compound'@en-ca
Q408801-description-en-gb	Q408801	description	'chemical compound'@en-gb
Q408977-description-en	Q408977	description	'chemical compound'@en
Q408977-description-en-ca	Q408977	description	'chemical compound'@en-ca
Q408977-description-en-gb	Q408977	description	'chemical compound'@en-gb
Q409205-description-en	Q409205	description	'foreign chemical substance found within an organism'@en
Q409231-description-en	Q409231	description	'chemical compound'@en
Q409231-description-en-ca	Q409231	description	'chemical compound'@en-ca
Q409231-description-en-gb	Q409231	description	'chemical compound'@en-gb
Q409236-description-en	Q409236	description	'chemical compound'@en
Q409236-description-en-ca	Q409236	description	'chemical compound'@en-ca
Q409236-description-en-gb	Q409236	description	'chemical compound'@en-gb
Q409251-description-en	Q409251	description	'chemical compound'@en
Q409251-description-en-ca	Q409251	description	'chemical compound'@en-ca
Q409251-description-en-gb	Q409251	description	'chemical compound'@en-gb
Q409468-description-en-ca	Q409468	description	'chemical compound'@en-ca
Q409468-description-en-gb	Q409468	description	'chemical compound'@en-gb
Q409468-description-en	Q409468	description	'medication of the selective β1 receptor blocker type'@en
Q409492-description-en-ca	Q409492	description	'chemical compound'@en-ca
Q409492-description-en-gb	Q409492	description	'chemical compound'@en-gb
Q409492-description-en	Q409492	description	'introduction'@en
Q409595-description-en	Q409595	description	'chemical compound'@en
Q409595-description-en-ca	Q409595	description	'chemical compound'@en-ca
Q409595-description-en-gb	Q409595	description	'chemical compound'@en-gb
Q409632-description-en	Q409632	description	'chemical compound'@en
Q409632-description-en-ca	Q409632	description	'chemical compound'@en-ca
Q409632-description-en-gb	Q409632	description	'chemical compound'@en-gb
Q409665-description-en	Q409665	description	'chemical compound'@en
Q409665-description-en-ca	Q409665	description	'chemical compound'@en-ca
Q409665-description-en-gb	Q409665	description	'chemical compound'@en-gb
Q409672-description-en	Q409672	description	'antidepressant of the selective serotonin reuptake inhibitor (SSRI) class'@en
Q409697-description-en-ca	Q409697	description	'chemical compound'@en-ca
Q409697-description-en-gb	Q409697	description	'chemical compound'@en-gb
Q409697-description-en	Q409697	description	'pharmaceutical drug'@en
Q409712-description-en	Q409712	description	'chemical compound'@en
